id_documento,titulo,tipo_documental,serie,dependencia,fecha_creacion,fecha_digitalizacion,formato,peso_kb,num_paginas,idioma,estado,clasificacion,digitalizador,calidad_imagen,observaciones
AHB-2020-1133,Contrato #740,Contrato,Contratos y Convenios,Planeación,2021-02-11 15:47:45.551839,2022-11-03 15:47:45.551839,PNG,4468.5,66,es,Inactivo,Confidencial,Laura Sánchez,4.0,
AHB-2023-1287,Informe #622,Informe,Informes de Gestión,Jurídica,2024-09-20 00:02:00.401337,2025-01-04 00:02:00.401337,PNG,6191.8,2,es,Inactivo,Público,Juan Martínez,5.0,
AHB-2018-1014,Certificado #727,Certificado,Certificados y Constancias,Hacienda,2018-04-30 23:17:39.531772,2019-03-05 23:17:39.531772,PDF,7051.2,39,es,Eliminado,Confidencial,Carlos López,2.0,
AHB-2023-1271,Certificado #703,Certificado,Certificados y Constancias,Planeación,2024-05-06 00:24:40.936454,2023-05-07 00:24:40.936454,TIFF,6523.2,37,es,Eliminado,Confidencial,María Rodríguez,5.0,
AHB-2018-1030,Oficio #853,Oficio,Oficios,Hacienda,2018-09-14 17:54:58.996655,2020-02-09 17:54:58.996655,JPEG,5367.5,19,es,Eliminado,Reservado,Laura Sánchez,3.0,
AHB-2022-1237,,Resolución,Resoluciones Administrativas,,2023-07-20 09:50:22.073578,2025-01-10 09:50:22.073578,,2161.8,33,es,Inactivo,Reservado,María Rodríguez,,
AHB-2022-1216,Solicitud #510,Solicitud,Solicitudes Ciudadanas,Archivo Histórico,2023-01-21 23:23:52.775919,2024-11-13 23:23:52.775919,DOCX,695.4,27,es,Activo,Reservado,Ana García,3.0,
AHB-2019-1085,Oficio #782,Oficio,Oficios,Hacienda,2019-12-29 00:55:47.157190,2020-08-27 00:55:47.157190,JPEG,4757.2,14,es,Transferido,Reservado,Ana García,2.0,
AHB-2019-1080,Resolución #552,Resolución,Resoluciones Administrativas,Archivo Histórico,2019-11-16 05:06:37.324414,2020-06-02 05:06:37.324414,JPEG,4627.6,77,es,Activo,Confidencial,Juan Martínez,5.0,
AHB-2018-1001,Certificado #950,Certificado,Certificados y Constancias,Secretaría General,2018-01-09 21:09:49.966555,2019-12-05 21:09:49.966555,DOCX,1249.1,4,es,Eliminado,Público,Juan Martínez,5.0,
AHB-2020-1117,Decreto #038,Decreto,Decretos,Hacienda,2020-09-27 15:10:26.086956,2021-07-06 15:10:26.086956,JPEG,2001.7,19,es,Inactivo,Confidencial,Laura Sánchez,2.0,
AHB-2021-1194,Resolución #058,Resolución,Resoluciones Administrativas,Jurídica,2022-07-17 23:47:33.511705,2022-12-09 23:47:33.511705,TIFF,1256.2,42,es,Eliminado,Público,Juan Martínez,1.0,
AHB-2020-1132,Circular #016,Circular,Circulares,Archivo Histórico,2021-02-02 18:37:55.585284,2021-05-06 18:37:55.585284,JPEG,7046.9,78,es,Transferido,Reservado,Carlos López,5.0,
AHB-2023-1279,Decreto #509,Decreto,Decretos,Secretaría General,2024-07-13 07:43:20.668896,2026-03-25 07:43:20.668896,JPEG,3989.0,54,es,Inactivo,Confidencial,Juan Martínez,5.0,
AHB-2018-1008,Solicitud #030,CIRCULAR,Solicitudes Ciudadanas,Hacienda,2018-03-11 02:18:39.732441,2018-10-23 02:18:39.732441,JPEG,545.0,54,es,Eliminado,Confidencial,Carlos López,3.0,
AHB-2018-1018,Acta #015,Acta,Actas de Reunión,Archivo Histórico,2018-06-04 11:56:59.397993,2019-03-28 11:56:59.397993,TIFF,2424.0,39,es,Transferido,Reservado,Juan Martínez,2.0,
AHB-2021-1171,Informe #647,Informe,Informes de Gestión,Hacienda,2022-01-02 04:01:24.280936,2023-02-25 04:01:24.280936,PDF,2919.0,49,es,Inactivo,Público,María Rodríguez,5.0,
AHB-2020-1128,Solicitud #103,Solicitud,Solicitudes Ciudadanas,Hacienda,2020-12-30 11:58:35.719063,2022-01-12 11:58:35.719063,JPEG,2870.9,61,es,Transferido,Confidencial,Carlos López,4.0,
AHB-2023-1285,Informe #819,Informe,Informes de Gestión,Planeación,2024-09-02 16:42:20.468227,2025-09-18 16:42:20.468227,TIFF,2056.6,38,es,Activo,Reservado,Laura Sánchez,2.0,
AHB-2022-1200,Solicitud #251,Solicitud,Solicitudes Ciudadanas,Planeación,2022-09-07 05:46:33.311036,2023-10-14 05:46:33.311036,DOCX,3358.6,59,es,Transferido,Reservado,Carlos López,1.0,
AHB-2018-1021,Contrato #096,Contrato,Contratos y Convenios,Hacienda,2018-06-30 03:26:29.297658,2018-07-08 03:26:29.297658,JPEG,6694.0,8,es,Transferido,Confidencial,María Rodríguez,3.0,
AHB-2018-1005,,Circular,Circulares,,2018-02-13 03:49:09.832775,2019-12-29 03:49:09.832775,,3348.2,34,es,Inactivo,Reservado,Laura Sánchez,,
AHB-2022-1247,Oficio #468,Oficio,Oficios,Archivo Histórico,2023-10-13 19:28:41.739130,2024-04-16 19:28:41.739130,DOCX,3249.9,79,es,Transferido,Confidencial,Ana García,5.0,
AHB-2019-1057,,Solicitud,Solicitudes Ciudadanas,,2019-05-03 22:20:28.093645,2021-04-09 22:20:28.093645,,1832.6,74,es,Activo,Reservado,Laura Sánchez,,
AHB-2023-1266,,Solicitud,Solicitudes Ciudadanas,,2024-03-24 07:35:31.103678,2024-10-09 07:35:31.103678,,4175.8,61,es,Transferido,Reservado,Ana García,,
AHB-2023-1268,Resolución #009,Resolución,Resoluciones Administrativas,Jurídica,2024-04-10 13:55:11.036789,2026-03-06 13:55:11.036789,PDF,2261.3,26,es,Eliminado,Público,Laura Sánchez,1.0,
AHB-2019-1098,Acta #877,Acta,Actas de Reunión,Secretaría General,2020-04-18 06:03:36.722408,2021-08-07 06:03:36.722408,TIFF,5198.0,47,es,Transferido,Confidencial,Laura Sánchez,3.0,
AHB-2019-1089,Informe #956,Informe,Informes de Gestión,Planeación,2020-02-01 06:35:07.023411,2020-08-22 06:35:07.023411,JPEG,2447.6,47,es,Eliminado,Reservado,María Rodríguez,2.0,
AHB-2022-1233,,Informe,Informes de Gestión,Planeacion,2023-06-16 05:11:02.207357,2024-04-14 05:11:02.207357,,1622.7,37,es,Eliminado,Confidencial,María Rodríguez,,
AHB-2020-1148,,Circular,Circulares,,2021-06-19 19:15:15.050167,2022-11-15 19:15:15.050167,JPEG,1182846.9919324054,73,es,Eliminado,Público,María Rodríguez,,
AHB-2022-1207,Contrato #175,Contrato,Contratos y Convenios,Secretaría General,2022-11-06 05:55:23.076923,2023-11-27 05:55:23.076923,PNG,4728.8,62,es,Eliminado,Confidencial,Ana García,5.0,
AHB-2019-1071,Oficio #306,Oficio,Oficios,Jurídica,2019-08-31 10:38:07.625418,2020-04-14 10:38:07.625418,PNG,2982.7,59,es,Transferido,Reservado,Laura Sánchez,3.0,
AHB-2021-1156,Decreto #547,Decreto,Decretos,Jurídica,2021-08-27 03:33:54.782608,2023-06-20 03:33:54.782608,PDF,1882.8,75,es,Transferido,Reservado,Ana García,5.0,
AHB-2023-1273,Solicitud #763,Solicitud,Solicitudes Ciudadanas,Planeación,2024-05-23 07:44:20.869565,2025-06-19 07:44:20.869565,TIFF,3786.6,12,es,Inactivo,Confidencial,Juan Martínez,5.0,
AHB-2019-1067,Contrato #841,Contrato,Contratos y Convenios,Hacienda,2019-07-28 06:58:47.759197,2019-10-17 06:58:47.759197,PNG,959.4,3,es,Activo,Confidencial,María Rodríguez,3.0,
AHB-2020-1127,Memorando #451,Memorando,Memorandos,Secretaría General,2020-12-21 23:48:45.752508,2021-02-18 23:48:45.752508,DOCX,3926.0,43,es,Inactivo,Confidencial,Carlos López,2.0,
AHB-2020-1143,Resolución #993,Resolución,Resoluciones Administrativas,Jurídica,2021-05-08 01:26:05.217391,2023-03-07 01:26:05.217391,JPEG,187.1,44,es,Transferido,Reservado,Carlos López,1.0,
AHB-2019-1070,Informe #744,Informe,Informes de Gestión,Jurídica,2019-08-23 02:28:17.658862,2020-08-05 02:28:17.658862,PNG,2087.1,65,es,Eliminado,Público,Ana García,1.0,
AHB-2023-1276,Certificado #933,Certificado,Certificados y Constancias,Archivo Histórico,2024-06-17 23:13:50.769230,2023-06-18 23:13:50.769230,TIFF,881.6,69,es,Inactivo,Reservado,Ana García,5.0,
AHB-2020-1139,Decreto #159,Decreto,Decretos,Jurídica,2021-04-03 21:46:45.351170,2022-10-23 21:46:45.351170,PNG,1960.6,51,es,Transferido,Público,María Rodríguez,4.0,
AHB-2022-1243,Acta #986,OFICIO,Actas de Reunión,Jurídica,2023-09-09 16:49:21.872909,2025-05-13 16:49:21.872909,PNG,7373.5,9999,es,Transferido,Público,Carlos López,1.0,
AHB-2022-1209,Decreto #081,Decreto,Decretos,Jurídica,2022-11-23 05:15:03.010033,2023-10-26 05:15:03.010033,DOCX,4570.6,6000,es,Transferido,Público,María Rodríguez,2.0,
AHB-2019-1074,Solicitud #594,Solicitud,Solicitudes Ciudadanas,Jurídica,2019-09-26 02:07:37.525083,2019-12-14 02:07:37.525083,PNG,5760.9,75,es,Inactivo,Confidencial,Laura Sánchez,2.0,
AHB-2021-1157,Memorando #390,Memorando,Memorandos,Secretaría General,2021-09-04 09:43:44.749163,2022-02-28 09:43:44.749163,JPEG,5784.2,5000,es,Inactivo,Público,Laura Sánchez,,
AHB-2022-1236,Memorando #076,Memorando,Memorandos,Planeación,2023-07-12 00:40:32.107023,2025-01-15 00:40:32.107023,JPEG,1234.5,57,es,Inactivo,Reservado,Laura Sánchez,4.0,
AHB-2023-1292,Certificado #195,Certificado,Certificados y Constancias,Planeación,2024-11-01 12:51:10.234113,2023-11-02 12:51:10.234113,PNG,3722.7,43,es,Eliminado,Público,María Rodríguez,5.0,
AHB-2022-1230,Certificado #477,Certificado,Certificados y Constancias,Archivo Histórico,2023-05-21 15:41:32.307692,2023-10-09 15:41:32.307692,PDF,6340.4,19,es,Activo,Público,Carlos López,5.0,
AHB-2018-1039,Memorando #426,Memorando,Memorandos,Secretaría General,2018-11-30 17:23:28.695652,2020-03-15 17:23:28.695652,TIFF,5320.8,14,es,Inactivo,Público,Carlos López,2.0,
AHB-2023-1297,Memorando #739,Memorando,Memorandos,Jurídica,2024-12-14 11:40:20.066889,2025-05-14 11:40:20.066889,PNG,3564.2,64,es,Activo,Reservado,María Rodríguez,4.0,
AHB-2023-1265,Acta #675,Acta,Actas de Reunión,Secretaría General,2024-03-15 18:25:41.137123,2025-07-09 18:25:41.137123,TIFF,1442.8,53,es,Inactivo,Reservado,Carlos López,5.0,
AHB-2023-1256,Circular #391,Circular,Circulares,Planeación,2023-12-30 02:57:11.438127,2024-08-30 02:57:11.438127,PDF,1869.9,13,es,Inactivo,Confidencial,Juan Martínez,2.0,
AHB-2018-1038,Solicitud #280,Solicitud,Solicitudes Ciudadanas,Archivo Histórico,2018-11-22 04:13:38.729096,2018-12-12 04:13:38.729096,JPEG,4755.5,72,es,Eliminado,Público,Ana García,3.0,
AHB-2020-1116,Contrato #988,Contrato,Contratos y Convenios,Planeación,2020-09-19 06:00:36.120401,2021-07-27 06:00:36.120401,TIFF,2612.3,47,es,Activo,Público,María Rodríguez,2.0,
AHB-2019-1097,Acta #240,Acta,Actas de Reunión,Hacienda,2020-04-09 11:53:46.755852,2021-08-28 11:53:46.755852,DOCX,598.2,25,es,Transferido,Reservado,Ana García,5.0,
AHB-2022-1245,Circular #707,Circular,Circulares,Archivo Histórico,2023-09-26 22:09:01.806020,2024-03-02 22:09:01.806020,PDF,3776.1,18,es,Eliminado,Confidencial,María Rodríguez,1.0,
AHB-2021-1193,Decreto #816,Decreto,Decretos,Planeación,2022-07-09 13:37:43.545150,2024-05-19 13:37:43.545150,JPEG,5507.3,72,es,Transferido,Público,Carlos López,1.0,
AHB-2018-1022,Resolución #231,Resolución,Resoluciones Administrativas,Planeación,2018-07-08 11:36:19.264214,2019-11-30 11:36:19.264214,DOCX,4328.9,21,es,Activo,Reservado,Juan Martínez,2.0,
AHB-2021-1154,Acta #691,Acta,Actas de Reunión,Archivo Histórico,2021-08-10 00:14:14.849498,2021-11-05 00:14:14.849498,JPEG,3657.3,15,es,Eliminado,Confidencial,María Rodríguez,1.0,
AHB-2021-1159,Resolución #325,Resolución,Resoluciones Administrativas,Jurídica,2021-09-21 20:03:24.682274,2022-06-02 20:03:24.682274,DOCX,5955.9,77,es,Inactivo,Confidencial,Laura Sánchez,1.0,
AHB-2020-1138,Memorando #994,Memorando,Memorandos,Hacienda,2021-03-26 05:36:55.384615,2022-11-11 05:36:55.384615,DOCX,4463.7,8500,es,Inactivo,Reservado,Juan Martínez,2.0,
AHB-2023-1258,Acta #368,Acta,Actas de Reunión,Hacienda,2024-01-16 05:16:51.371237,2025-10-03 05:16:51.371237,DOCX,6891.1,43,es,Activo,Público,Carlos López,2.0,
AHB-2018-1025,Circular #117,Circular,Circulares,Archivo Hist.,2018-08-03 06:05:49.163879,2018-12-14 06:05:49.163879,DOCX,7187.6,62,es,Eliminado,Reservado,Carlos López,5.0,
AHB-2021-1183,Oficio #894,Oficio,Oficios,Archivo Histórico,2022-04-14 15:59:23.879598,2024-03-09 15:59:23.879598,JPEG,2310.5,53,es,Inactivo,Reservado,Carlos López,2.0,
AHB-2018-1013,Oficio #246,Certificado.,Oficios,Hacienda,2018-04-22 10:07:49.565217,2018-11-18 10:07:49.565217,TIFF,205.3,38,es,Inactivo,Público,Laura Sánchez,2.0,
AHB-2020-1145,Acta #347,Acta,Actas de Reunión,Planeación,2021-05-25 05:45:45.150501,2022-04-20 05:45:45.150501,PDF,3265.0,66,es,Inactivo,Reservado,Juan Martínez,3.0,
AHB-2022-1212,Oficio #392,Oficio,Oficios,Hacienda,2022-12-18 14:44:32.909699,2024-12-07 14:44:32.909699,TIFF,838.9,39,es,Activo,Público,Ana García,3.0,
AHB-2022-1206,Solicitud #185,Solicitud,Solicitudes Ciudadanas,Secretaría General,2022-10-28 16:45:33.110367,2024-05-23 16:45:33.110367,TIFF,2414.0,79,es,Activo,Confidencial,Carlos López,1.0,
AHB-2019-1058,Circular #792,Circular,Circulares,Jurídica,2019-05-12 05:30:18.060200,2020-05-17 05:30:18.060200,DOCX,595.5,41,es,Activo,Confidencial,Ana García,1.0,
AHB-2022-1246,Certificado #257,Certificado,Certificados y Constancias,Archivo Histórico,2023-10-05 08:18:51.772575,2024-03-20 08:18:51.772575,JPEG,2467.5,14,es,Activo,Confidencial,Ana García,5.0,
AHB-2018-1037,Oficio #723,Oficio,Oficios,Planeación,2018-11-13 19:03:48.762541,2020-02-03 19:03:48.762541,PDF,7260.1,66,es,Activo,Público,Carlos López,5.0,
AHB-2019-1064,Circular #807,RESOLUCIÓN,Circulares,Jurídica,2019-07-02 10:29:17.859531,2021-02-25 10:29:17.859531,DOCX,4989.6,64,es,Transferido,Reservado,Juan Martínez,5.0,
AHB-2023-1253,Decreto #495,Decreto,Decretos,Planeación,2023-12-04 07:27:41.538461,2025-01-28 07:27:41.538461,PDF,5889.5,29,es,Transferido,Reservado,Juan Martínez,4.0,
AHB-2022-1223,Oficio #261,Oficio,Oficios,Secretaría General,2023-03-22 14:32:42.541806,2024-02-02 14:32:42.541806,JPEG,122697.03522575308,37,es,Eliminado,Reservado,Juan Martínez,1.0,
AHB-2019-1052,Certificado #765,Certificado,Certificados y Constancias,Planeación,2019-03-22 03:31:18.260869,2019-04-13 03:31:18.260869,PDF,6687.5,79,es,Inactivo,Público,Juan Martínez,5.0,
AHB-2019-1099,Memorando #795,Memorando,Memorandos,Jurídica,2020-04-26 20:13:26.688963,2021-11-25 20:13:26.688963,TIFF,150.6,71,es,Transferido,Confidencial,Ana García,5.0,
AHB-2018-1034,Resolución #734,Resolución,Resoluciones Administrativas,Secretaría General,2018-10-19 02:34:18.862876,2019-01-01 02:34:18.862876,PNG,7360.4,52,es,Activo,Reservado,Carlos López,5.0,
AHB-2019-1078,,Informe,Informes de Gestión,,2019-10-30 11:46:57.391304,2021-04-26 11:46:57.391304,PDF,4650.5,37,es,Eliminado,Público,Carlos López,,
AHB-2021-1150,Memorando #083,Memorando,Memorandos,Archivo Histórico,2021-07-06 23:34:54.983277,2021-09-08 23:34:54.983277,PNG,2782.9,61,es,Eliminado,Reservado,Ana García,4.0,
AHB-2020-1120,Informe #989,Informe,Informes de Gestión,Planeación,2020-10-23 11:39:55.986622,2021-10-19 11:39:55.986622,JPEG,3633.9,66,es,Eliminado,Reservado,Carlos López,3.0,
AHB-2021-1184,Circular #103,Circular,Circulares,Jurídica,2022-04-23 08:09:13.846153,2023-05-24 08:09:13.846153,JPEG,3855.8,27,es,Eliminado,Público,Ana García,1.0,
AHB-2019-1066,Informe #274,Informe,Informes de Gestión,Secretaría General,2019-07-19 12:48:57.792642,2021-01-06 12:48:57.792642,PDF,3814.8,64,es,Activo,Reservado,Carlos López,1.0,
AHB-2021-1167,Resolución #037,Resolución,Resoluciones Administrativas,Planeación,2021-11-29 06:22:04.414715,2022-12-07 06:22:04.414715,PDF,4794.5,62,es,Activo,Confidencial,Carlos López,3.0,
AHB-2023-1272,Solicitud #797,Solicitud,Solicitudes Ciudadanas,Hacienda,2024-05-14 15:34:30.903010,2025-02-27 15:34:30.903010,JPEG,7754.0,8,es,Eliminado,Público,Juan Martínez,4.0,
AHB-2019-1069,Solicitud #290,Solicitud,Solicitudes Ciudadanas,Hacienda,2019-08-14 10:18:27.692307,2020-06-27 10:18:27.692307,PDF,3747.0,51,es,Transferido,Público,María Rodríguez,5.0,
AHB-2021-1187,Decreto #711,Decreto,Decretos,Archivo Histórico,2022-05-18 21:38:43.745819,2024-03-21 21:38:43.745819,PNG,815548.7588575742,79,es,Eliminado,Reservado,Juan Martínez,4.0,
AHB-2021-1173,Resolución #944,Resolución,Resoluciones Administrativas,Archivo Histórico,2022-01-19 12:21:04.214046,2023-12-16 12:21:04.214046,PDF,5678.7,32,es,Inactivo,Público,María Rodríguez,3.0,
AHB-2018-1028,Oficio #121,Oficio,Oficios,Secretaría General,2018-08-29 00:35:19.063545,2020-08-19 00:35:19.063545,PDF,3910.9,44,es,Inactivo,Confidencial,Ana García,5.0,
AHB-2020-1135,Decreto #420,Decreto,Decretos,Hacienda,2021-02-28 17:07:25.484949,2022-08-02 17:07:25.484949,PDF,1568.9,42,es,Transferido,Público,Ana García,4.0,
AHB-2020-1131,Contrato #468,Contrato,Contratos y Convenios,Hacienda,2021-01-25 13:28:05.618729,2022-11-17 13:28:05.618729,DOCX,4789.4,20,es,Eliminado,Reservado,Ana García,3.0,
AHB-2023-1281,Certificado #926,Certificado,Certificados y Constancias,PLANEACIÓN,2024-07-30 18:03:00.602006,2025-04-13 18:03:00.602006,JPEG,3233.6,5,es,Transferido,Reservado,Juan Martínez,,
AHB-2021-1165,,Memorando,Memorandos,,2021-11-12 05:02:24.481605,2023-07-30 05:02:24.481605,PNG,4737.2,7,es,Eliminado,Reservado,Ana García,,
AHB-2023-1299,Solicitud #676,Solicitud,Solicitudes Ciudadanas,Planeación,2024-12-31 13:00:00.000000,2025-04-04 13:00:00.000000,PNG,2173.1,65,es,Inactivo,Confidencial,Ana García,4.0,
AHB-2018-1042,Memorando #484,Memorando,Memorandos,,2018-12-26 12:52:58.595317,2017-12-26 12:52:58.595317,PDF,6941.5,60,es,Eliminado,Confidencial,Laura Sánchez,,
AHB-2018-1023,Oficio #862,Oficio,Oficios,Jurídica,2018-07-17 07:46:09.230769,2019-10-01 07:46:09.230769,TIFF,5890.3,57,es,Inactivo,Confidencial,Carlos López,2.0,
AHB-2019-1091,Certificado #891,Certificado,Certificados y Constancias,Planeación,2020-02-18 12:54:46.956521,2021-10-27 12:54:46.956521,PDF,6453.9,47,es,Activo,Reservado,Juan Martínez,1.0,
AHB-2023-1293,Resolución #636,Resolución,Resoluciones Administrativas,Hacienda,2024-11-10 06:01:00.200668,2025-04-24 06:01:00.200668,PNG,480.9,37,es,Eliminado,Público,Laura Sánchez,1.0,
AHB-2022-1222,Oficio #654,Oficio,Oficios,Jurídica,2023-03-14 04:22:52.575250,2024-03-20 04:22:52.575250,PNG,3785.8,36,es,Eliminado,Público,Ana García,5.0,
AHB-2021-1182,,Decreto,Decretos,,2022-04-06 05:49:33.913043,2023-10-30 05:49:33.913043,,147.5,20,es,Inactivo,Confidencial,Ana García,,
AHB-2019-1087,Memorando #387,Memorando,Memorandos,Jurídica,2020-01-15 07:15:27.090301,2020-06-13 07:15:27.090301,PDF,1980.7,18,es,Activo,Confidencial,Juan Martínez,3.0,
AHB-2018-1041,Circular #495,Circular,Circulares,Planeación,2018-12-17 19:43:08.628762,2019-11-03 19:43:08.628762,PDF,3457.5,31,es,Transferido,Confidencial,María Rodríguez,1.0,
AHB-2020-1100,Contrato #421,Contrato,Contratos y Convenios,Secretaría General,2020-05-05 07:23:16.655518,2021-12-20 07:23:16.655518,PDF,3389.5,37,es,Eliminado,Reservado,Carlos López,2.0,
AHB-2023-1260,Decreto #303,Decreto,Decretos,Archivo Histórico,2024-02-01 21:36:31.304347,2025-05-06 21:36:31.304347,JPEG,214.9,13,es,Transferido,Reservado,Carlos López,4.0,
AHB-2019-1094,Resolución #245,Resolución,Resoluciones Administrativas,Secretaría General,2020-03-15 01:24:16.856187,2020-06-01 01:24:16.856187,JPEG,376.5,7,es,Eliminado,Público,Ana García,5.0,
AHB-2019-1075,Informe #676,Informe,Informes de Gestión,Archivo Histórico,2019-10-04 13:17:27.491638,2021-03-10 13:17:27.491638,PDF,6233.4,46,es,Activo,Público,Ana García,2.0,
AHB-2018-1031,Oficio #158,Oficio,Oficios,Jurídica,2018-09-23 09:04:48.963210,2020-04-18 09:04:48.963210,TIFF,6395.2,41,es,Transferido,Público,Laura Sánchez,5.0,
AHB-2021-1190,Solicitud #030,Solicitud,Solicitudes Ciudadanas,Jurídica,2022-06-13 20:08:13.645484,2023-05-21 20:08:13.645484,JPEG,569.5,18,es,Activo,Confidencial,Ana García,5.0,
AHB-2021-1191,Circular #048,Circular,Circulares,Hacienda,2022-06-22 03:18:03.612040,2022-09-14 03:18:03.612040,DOCX,3959.4,67,es,Eliminado,Público,Laura Sánchez,4.0,
AHB-2019-1093,Acta #715,Acta,Actas de Reunión,Planeación,2020-03-06 17:14:26.889632,2022-01-07 17:14:26.889632,PNG,4549.2,52,es,Inactivo,Reservado,María Rodríguez,4.0,
AHB-2018-1045,,Decreto,Decretos,,2019-01-21 03:22:28.494983,2020-03-11 03:22:28.494983,,2652.5,58,es,Transferido,Confidencial,Carlos López,,
AHB-2021-1161,Memorando #736,contrato ,Memorandos,Jurídica,2021-10-08 22:23:04.615384,2022-12-31 22:23:04.615384,PDF,5536.8,34,es,Eliminado,Público,Juan Martínez,2.0,
AHB-2023-1286,Circular #236,Circular,Circulares,Jurídica,2024-09-11 09:52:10.434782,2026-04-02 09:52:10.434782,JPEG,971.6,5,es,Eliminado,Público,Ana García,2.0,
AHB-2020-1108,Resolución #391,Resolución,Resoluciones Administrativas,Archivo Histórico,2020-07-12 18:41:56.387959,2022-04-16 18:41:56.387959,JPEG,4197.9,79,es,Eliminado,Confidencial,María Rodríguez,3.0,
AHB-2020-1105,Decreto #723,Decreto,Decretos,Planeación,2020-06-17 00:12:26.488294,2022-03-30 00:12:26.488294,PDF,3704.9,71,es,Transferido,Reservado,Ana García,3.0,
AHB-2020-1149,Certificado #666,Certificado,Certificados y Constancias,Jurídica,2021-06-28 04:25:05.016722,2021-11-30 04:25:05.016722,DOCX,4450.1,39,es,Inactivo,Confidencial,Ana García,2.0,
AHB-2018-1029,Circular #664,Circular,Circulares,Hacienda,2018-09-06 08:45:09.030100,2019-04-30 08:45:09.030100,PDF,3141.4,78,es,Inactivo,Público,Juan Martínez,1.0,
AHB-2021-1181,Resolución #649,Resolución,Resoluciones Administrativas,Jurídica,2022-03-28 17:39:43.946488,2022-07-03 17:39:43.946488,TIFF,865.6,54,es,Transferido,Confidencial,Laura Sánchez,5.0,
AHB-2020-1109,,Resolución,Resoluciones Administrativas,,2020-07-21 11:51:46.354515,2021-06-10 11:51:46.354515,,5221.1,16,es,Activo,Público,María Rodríguez,,
AHB-2021-1163,Decreto #778,Decreto,Decretos,Jurídica,2021-10-26 02:42:44.548494,2023-04-16 02:42:44.548494,DOCX,5921.9,74,es,Eliminado,Reservado,Laura Sánchez,4.0,
AHB-2020-1122,Acta #340,Acta,Actas de Reunión,Hacienda,2020-11-09 09:59:35.919732,2021-01-24 09:59:35.919732,PDF,4580.3,65,es,Eliminado,Reservado,María Rodríguez,1.0,
AHB-2018-1027,Resolución #970,Resolución,Resoluciones Administrativas,Jurídica,2018-08-20 09:25:29.096989,2020-02-17 09:25:29.096989,PDF,2219.8,27,es,Transferido,Confidencial,Juan Martínez,3.0,
AHB-2020-1104,Solicitud #485,Solicitud,Solicitudes Ciudadanas,,2020-06-08 13:02:36.521739,2022-03-29 13:02:36.521739,TIFF,7138.0,7500,es,Eliminado,Reservado,Juan Martínez,,
AHB-2019-1060,Informe #875,Informe,Informes de Gestión,Hacienda,2019-05-29 04:49:57.993311,2020-08-19 04:49:57.993311,PNG,370.1,21,es,Inactivo,Público,Juan Martínez,2.0,
AHB-2020-1146,Certificado #639,Certificado,Certificados y Constancias,Archivo Histórico,2021-06-02 09:55:35.117056,2023-02-12 09:55:35.117056,JPEG,1984.3,69,es,Inactivo,Público,Ana García,1.0,
AHB-2019-1083,Informe #341,Informe,Informes de Gestión,Secretaría General,2019-12-11 21:36:07.224080,2021-10-02 21:36:07.224080,JPEG,7534.7,69,es,Transferido,Confidencial,Carlos López,2.0,
AHB-2023-1263,Solicitud #023,Solicitud,Solicitudes Ciudadanas,Hacienda,2024-02-27 14:06:01.204013,2024-10-29 14:06:01.204013,PNG,4631.2,71,es,Transferido,Público,María Rodríguez,2.0,
AHB-2022-1227,Certificado #010,Certificado,Certificados y Constancias,Planeación,2023-04-25 22:12:02.408026,2024-09-04 22:12:02.408026,JPEG,615.9,49,es,Inactivo,Público,Ana García,3.0,
AHB-2023-1269,Certificado #580,Certificado,Certificados y Constancias,Jurídica,2024-04-18 22:05:01.003344,2025-11-24 22:05:01.003344,PDF,7975.7,37,es,Eliminado,Reservado,Laura Sánchez,1.0,
AHB-2021-1151,Informe #873,Informe,Informes de Gestión,Hacienda,2021-07-15 07:44:44.949832,2022-10-20 07:44:44.949832,DOCX,7973.2,3,es,Transferido,Público,Carlos López,2.0,
AHB-2018-1000,Solicitud #135,Solicitud,Solicitudes Ciudadanas,Hacienda,2018-01-01 17:00:00.000000,2019-11-27 17:00:00.000000,TIFF,690.6,6,es,Eliminado,Reservado,Laura Sánchez,3.0,
AHB-2023-1270,Contrato #886,Contrato,Contratos y Convenios,Jurídica,2024-04-27 15:14:50.969899,2025-07-23 15:14:50.969899,PNG,3515.3,42,es,Inactivo,Confidencial,Carlos López,4.0,
AHB-2019-1088,Circular #467,Circular,Circulares,Hacienda,2020-01-23 19:25:17.056856,2020-10-12 19:25:17.056856,PNG,5592.7,34,es,Transferido,Confidencial,Carlos López,3.0,
AHB-2019-1077,Contrato #887,Contrato,Contratos y Convenios,Jurídica,2019-10-21 16:37:07.424749,2020-02-15 16:37:07.424749,DOCX,2522.8,7,es,Eliminado,Público,Ana García,4.0,
AHB-2020-1123,Memorando #891,Memorando,Memorandos,Archivo Histórico,2020-11-17 21:09:25.886287,2021-10-01 21:09:25.886287,JPEG,5362.1,6,es,Transferido,Reservado,Laura Sánchez,1.0,
AHB-2019-1095,Decreto #586,Decreto,Decretos,SEC GEN,2020-03-23 09:34:06.822742,2020-09-21 09:34:06.822742,TIFF,4285.3,73,es,Inactivo,Confidencial,Laura Sánchez,1.0,
AHB-2019-1057,,Solicitud,Solicitudes Ciudadanas,,2019-05-03 22:20:28.093645,2021-04-09 22:20:28.093645,,1832.6,74,es,Activo,Reservado,Laura Sánchez,,
